Company,TypeName,Inches,Ram,OpSys,Weight,Price_euros,SSD,HDD,Flash_Storage,Hybrid,Cpu_speed_GHz,Cpu_brand,Gpu_brand,Touchscreen,IPS,PPI
Dell,Notebook,15.6,8,Windows 10,2.0,739.0,256.0,0.0,0.0,0.0,2.0,Intel i3,AMD,0,0,141.21
HP,Workstation,15.6,8,Windows 10,3.14,2064.9,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Asus,Notebook,15.6,8,Windows 10,2.37,1099.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Dell,Ultrabook,13.3,8,Windows 10,1.29,1499.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,165.63
Dell,Notebook,15.6,8,Windows 10,2.06,1749.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,1,0,282.42
Dell,Netbook,11.6,4,Windows 10,1.63,744.0,128.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,0,135.09
HP,Netbook,12.5,8,Windows 10,1.26,1389.0,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,0,125.37
Toshiba,Notebook,15.6,4,Windows 10,2.1,780.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,100.45
HP,Notebook,15.6,8,Windows 10,2.04,629.0,0.0,2000.0,0.0,0.0,2.5,AMD,AMD,0,0,100.45
Dell,Gaming,15.6,16,Windows 10,2.62,1679.0,512.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,282.42
Lenovo,Notebook,15.6,4,Windows 10,2.4,609.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
HP,Gaming,17.3,12,Windows 10,3.74,1749.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,AMD,0,1,127.34
MSI,Gaming,17.3,16,Windows 10,2.9,2415.0,512.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Samsung,Ultrabook,13.3,8,Windows 10,0.81,1499.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,165.63
Dell,Notebook,15.6,8,Windows 10,1.98,961.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,8,Windows 10,2.18,789.81,256.0,0.0,0.0,0.0,2.5,Intel i5,AMD,0,0,141.21
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1859.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,157.35
Razer,Ultrabook,12.5,16,Windows 10,1.29,1799.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,1,1,352.47
HP,Netbook,11.6,4,Chrome OS,1.23,385.0,0.0,0.0,16.0,0.0,1.6,Intel Other,Intel,0,0,135.09
Dell,Gaming,17.3,16,Windows 10,4.36,2505.02,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Dell,Notebook,14.0,4,Windows 10,1.76,755.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,111.94
Lenovo,Notebook,15.6,4,Windows 10,2.1,489.9,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
Toshiba,Ultrabook,14.0,4,Windows 10,1.25,1090.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,111.94
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2499.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,157.35
MSI,Gaming,15.6,8,Windows 10,2.4,1199.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1875.0,0.0,0.0,256.0,0.0,2.5,Intel i5,Intel,0,1,157.35
Toshiba,Notebook,14.0,4,Windows 10,1.75,499.0,128.0,0.0,0.0,0.0,2.1,Intel Other,Intel,0,0,111.94
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,165.63
Dell,Notebook,14.0,4,Windows 10,1.76,585.0,0.0,500.0,0.0,0.0,2.0,Intel i3,Intel,0,0,111.94
Acer,Netbook,11.6,4,Chrome OS,1.35,355.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,1,135.09
Acer,Notebook,14.0,8,Windows 10,1.5,619.0,128.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,1,157.35
Razer,Gaming,17.3,32,Windows 10,3.49,5499.0,512.0,0.0,0.0,0.0,2.9,Intel i7,Nvidia,1,0,254.67
Lenovo,Ultrabook,14.0,16,Windows 10,1.1,2099.0,512.0,0.0,0.0,0.0,2.6,Intel i7,Intel,0,1,209.8
Asus,Notebook,15.6,4,Linux,2.1,519.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Lenovo,Notebook,14.0,8,Windows 10,1.7,1186.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,157.35
Lenovo,Notebook,14.0,8,Windows 10,1.32,1650.0,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,1,157.35
Dell,Gaming,15.6,16,Windows 10,3.21,2774.63,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Asus,Gaming,17.3,16,Windows 10,2.9,2419.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Toshiba,Notebook,15.6,4,Windows 10,2.0,669.0,0.0,500.0,0.0,0.0,2.4,Intel i3,Intel,0,0,100.45
Lenovo,Notebook,14.0,4,Chrome OS,1.5,325.0,0.0,0.0,16.0,0.0,1.6,Intel Other,Intel,0,0,111.94
Asus,Notebook,15.6,8,Windows 10,2.3,590.0,0.0,128.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Asus,Gaming,17.3,16,Windows 10,2.73,1799.0,512.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,0,0,127.34
Dell,Gaming,17.3,32,Windows 10,4.42,3072.89,512.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
HP,Notebook,17.3,8,Windows 10,2.63,910.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,106.11
Dell,Notebook,15.6,8,Windows 10,2.18,713.99,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
HP,Ultrabook,14.0,8,Windows 7,1.54,1870.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,0,157.35
Dell,Notebook,15.6,4,Windows 10,2.18,739.0,256.0,0.0,0.0,0.0,2.7,Intel i7,AMD,0,0,141.21
HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,615.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,1,0,135.09
Asus,Ultrabook,13.3,8,Windows 10,1.45,1026.0,512.0,0.0,0.0,0.0,2.3,Intel i5,Nvidia,0,1,165.63
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2277.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,165.63
HP,Ultrabook,14.0,8,Windows 10,1.54,1468.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,0,157.35
HP,Notebook,15.6,4,No OS,1.86,299.0,128.0,0.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Asus,Gaming,15.6,16,Windows 10,2.1,1899.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,17.3,8,Linux,2.83,865.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,AMD,0,0,127.34
Lenovo,Ultrabook,14.0,8,Windows 10,1.96,1903.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,157.35
Asus,Notebook,15.6,8,Windows 10,2.3,787.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,15.6,8,Windows 10,1.9,945.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Asus,Notebook,15.6,4,Windows 10,2.0,449.0,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2559.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,1,0,165.63
Dell,Notebook,13.3,8,Windows 10,1.62,649.0,0.0,1000.0,0.0,0.0,2.3,Intel i5,Intel,1,0,165.63
Lenovo,Notebook,15.6,4,No OS,2.2,469.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.3,850.66,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,1,141.21
HP,Notebook,15.6,8,Windows 10,1.84,1349.0,256.0,0.0,0.0,0.0,2.6,Intel i5,AMD,0,0,141.21
Toshiba,Notebook,13.3,4,Windows 10,1.05,1285.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,165.63
Lenovo,Gaming,15.6,8,No OS,2.5,1017.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,1,141.21
Dell,Ultrabook,13.3,16,Windows 10,1.29,2240.0,512.0,0.0,0.0,0.0,2.5,Intel i7,Intel,1,0,276.05
HP,Notebook,15.6,4,Windows 10,2.07,910.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,141.21
Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1095.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,117.83
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1950.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,165.63
Acer,Notebook,14.0,8,Windows 10,1.56,902.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,157.35
Dell,Workstation,15.6,8,Windows 10,2.23,1778.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Lenovo,Notebook,15.6,4,Windows 10,2.38,1055.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Lenovo,Notebook,15.6,4,No OS,2.2,479.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,141.21
Toshiba,Notebook,15.6,8,Windows 10,2.0,1388.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,141.21
Lenovo,Notebook,13.3,4,Windows 10,1.44,735.0,180.0,0.0,0.0,0.0,2.4,Intel i3,Intel,0,1,165.63
Samsung,Ultrabook,15.0,16,Windows 10,1.23,1849.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,146.86
Dell,Ultrabook,12.5,8,Windows 10,1.6,1690.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,0,0,176.23
Asus,Notebook,15.6,4,Linux,2.0,398.99,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,935.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Nvidia,0,1,165.63
Dell,Notebook,15.6,4,Windows 10,2.18,912.5,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
HP,Notebook,15.6,4,Windows 10,2.04,839.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1700.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,165.63
HP,2 in 1 Convertible,15.6,4,Windows 10,2.3,684.8,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,1,0,100.45
Asus,Notebook,14.1,4,Windows 10,1.65,348.0,0.0,0.0,32.0,0.0,1.1,Intel Other,Intel,0,0,111.14
Lenovo,Notebook,15.6,8,Windows 10,2.2,669.0,0.0,1000.0,0.0,0.0,2.5,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,15.6,4,Windows 10,2.2,369.0,0.0,500.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
HP,2 in 1 Convertible,13.3,4,Windows 10,1.28,1799.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,165.63
Dell,Notebook,15.6,4,Linux,2.18,455.7,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,100.45
Asus,Gaming,17.3,12,Windows 10,2.2,1369.9,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,127.34
Acer,Netbook,11.6,4,Chrome OS,1.25,297.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,1,135.09
Lenovo,Notebook,17.3,4,Windows 10,2.8,379.0,0.0,500.0,0.0,0.0,2.2,AMD,AMD,0,0,106.11
HP,Notebook,14.0,4,Windows 10,1.95,1265.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
HP,2 in 1 Convertible,13.3,16,Windows 10,1.42,1399.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,276.05
Samsung,Ultrabook,15.0,8,Windows 10,1.17,1699.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,146.86
Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1799.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,157.35
MSI,Gaming,17.3,16,Windows 10,2.43,2649.0,512.0,2000.0,0.0,0.0,2.6,Intel i7,Nvidia,0,1,254.67
Toshiba,Notebook,13.3,8,Windows 10,1.05,1475.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,165.63
Dell,Gaming,15.6,8,Linux,2.62,929.0,0.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
HP,Notebook,15.6,8,Windows 10,2.04,900.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,15.6,4,Windows 10,2.18,614.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,100.45
Dell,Notebook,15.6,8,Windows 10,1.9,935.0,0.0,500.0,0.0,0.0,2.6,Intel i5,Intel,0,0,141.21
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,2013.1,512.0,0.0,0.0,0.0,1.3,Intel i7,Intel,1,0,276.05
Asus,Gaming,17.3,32,Windows 10,3.58,1279.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,127.34
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1649.0,256.0,0.0,0.0,0.0,1.3,Intel i7,Intel,1,0,165.63
Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2049.0,0.0,0.0,256.0,0.0,2.7,Intel i7,Intel,0,1,157.35
Lenovo,Notebook,15.6,8,Windows 10,1.95,1962.99,512.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,1,141.21
LG,Ultrabook,15.6,16,Windows 10,1.08,2099.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,141.21
HP,Netbook,12.5,8,Windows 10,1.26,1483.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,0,176.23
Acer,Notebook,15.6,4,Chrome OS,2.2,359.0,0.0,0.0,16.0,0.0,1.5,Intel Other,Intel,0,1,141.21
Lenovo,Notebook,15.6,8,Windows 10,2.6,789.0,128.0,1000.0,0.0,0.0,2.3,Intel i5,Nvidia,0,1,141.21
LG,Ultrabook,14.0,8,Windows 10,0.98,1899.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,157.35
Dell,Notebook,14.0,8,Windows 10,1.6,1205.0,256.0,0.0,0.0,0.0,2.8,Intel i5,Intel,0,0,157.35
HP,Ultrabook,12.5,8,Windows 10,1.09,3100.0,240.0,0.0,0.0,0.0,1.2,Intel Other,Intel,1,0,352.47
Lenovo,Notebook,15.6,6,Windows 10,2.2,789.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
HP,Notebook,15.6,8,Windows 10,2.04,1018.99,256.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Acer,Notebook,15.6,4,Windows 10,2.4,499.0,0.0,1000.0,0.0,0.0,2.4,Intel i3,Intel,0,0,141.21
Lenovo,Notebook,13.3,4,Windows 10,1.44,881.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,165.63
HP,Notebook,13.3,8,Windows 10,1.49,960.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,165.63
MSI,Gaming,17.3,16,Windows 10,2.7,1599.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Dell,Gaming,15.6,16,Windows 10,2.6,1349.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
MSI,Gaming,15.6,8,Windows 10,2.2,1119.91,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Dell,Notebook,15.6,4,Windows 10,2.18,684.99,0.0,1000.0,0.0,0.0,2.5,Intel i5,AMD,0,0,100.45
HP,Ultrabook,15.6,8,Windows 10,1.84,1296.99,256.0,0.0,0.0,0.0,2.5,Intel i7,AMD,0,0,141.21
HP,Ultrabook,13.3,8,Windows 10,1.39,1149.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,276.05
Toshiba,Notebook,15.6,16,Windows 10,2.4,1975.0,256.0,0.0,0.0,0.0,2.6,Intel i7,Nvidia,0,1,141.21
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1825.0,512.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,1,165.63
Dell,Notebook,15.6,4,Windows 10,1.95,729.9,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,100.45
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1650.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,0,1,176.23
HP,Notebook,15.6,8,Windows 10,2.31,1165.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,141.21
Dell,Notebook,15.6,4,Windows 10,2.18,708.06,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
HP,Notebook,14.0,4,Windows 10,1.95,1149.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,111.94
Lenovo,Notebook,15.6,4,Windows 10,2.2,309.0,0.0,1000.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
HP,Ultrabook,12.5,4,Windows 10,1.26,1579.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,176.23
HP,Notebook,15.6,4,No OS,1.86,288.9,0.0,1000.0,0.0,0.0,1.6,Intel Other,Intel,0,0,100.45
Lenovo,2 in 1 Convertible,13.3,16,Windows 10,1.3,1799.0,1000.0,0.0,0.0,0.0,2.2,Intel i7,Intel,1,1,276.05
Toshiba,Notebook,14.0,4,Windows 10,1.47,1105.0,128.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,1,157.35
HP,Netbook,12.5,8,Windows 10,1.26,1669.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,176.23
Dell,Notebook,15.6,4,Windows 10,2.18,558.6,0.0,1000.0,0.0,0.0,2.0,Intel i3,Intel,0,0,100.45
MSI,Gaming,15.6,8,Windows 10,2.2,1199.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,141.21
Dell,Ultrabook,14.0,8,Windows 10,1.36,1639.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
Dell,Gaming,17.3,16,Windows 10,4.36,2758.0,512.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,169.78
HP,Gaming,17.3,8,Windows 10,2.75,1399.0,128.0,1000.0,0.0,0.0,2.3,Intel i5,Nvidia,0,1,127.34
Asus,Notebook,17.3,4,Windows 10,2.8,530.0,0.0,1000.0,0.0,0.0,1.6,Intel Other,Nvidia,0,0,106.11
Acer,Notebook,15.6,4,Windows 10,2.23,619.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
Toshiba,Notebook,15.6,8,Windows 10,2.2,1119.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,100.45
Lenovo,2 in 1 Convertible,11.3,8,Windows 10,1.1,1299.0,256.0,0.0,0.0,0.0,1.2,Intel Other,Intel,1,1,194.95
Lenovo,Gaming,15.6,16,Windows 10,2.5,999.0,512.0,1000.0,0.0,0.0,2.1,AMD,AMD,0,1,141.21
Dell,Ultrabook,12.5,8,Windows 10,1.36,1472.2,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,176.23
Lenovo,Notebook,15.6,8,No OS,2.2,685.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Nvidia,0,0,141.21
Dell,Notebook,17.3,4,Windows 10,2.36,659.0,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,106.11
Acer,Notebook,14.0,4,Chrome OS,1.68,349.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,0,0,111.94
HP,Workstation,15.6,8,Windows 10,2.0,2249.0,8.0,0.0,0.0,0.0,2.7,Intel i7,Nvidia,0,1,141.21
Dell,Ultrabook,14.0,8,Windows 10,1.36,1775.0,256.0,0.0,0.0,0.0,2.8,Intel i7,Intel,0,0,157.35
Toshiba,Notebook,13.3,8,Windows 7,1.2,1460.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,165.63
Asus,2 in 1 Convertible,12.5,8,Chrome OS,1.2,1159.0,0.0,0.0,64.0,0.0,1.2,Intel Other,Intel,0,0,176.23
Lenovo,Ultrabook,14.0,8,Windows 10,1.7,1488.99,256.0,0.0,0.0,0.0,2.6,Intel i7,Intel,0,1,157.35
Dell,Gaming,17.3,16,Windows 10,4.36,3154.0,512.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,254.67
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.24,1899.0,256.0,0.0,0.0,0.0,1.2,Intel i5,Intel,1,0,165.63
HP,2 in 1 Convertible,11.6,4,Windows 10,1.45,775.0,256.0,0.0,0.0,0.0,1.1,Intel Other,Intel,1,0,135.09
Dell,Ultrabook,13.3,8,Windows 10,1.3,1268.0,256.0,0.0,0.0,0.0,2.5,Intel i7,Intel,0,0,276.05
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,389.0,0.0,0.0,32.0,0.0,1.6,Intel Other,Intel,1,1,135.09
Toshiba,Notebook,13.3,8,Windows 10,1.2,1535.0,256.0,0.0,0.0,0.0,2.4,Intel i5,Intel,0,0,165.63
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,1760.0,256.0,0.0,0.0,0.0,2.6,Intel i5,Intel,0,1,176.23
Acer,Notebook,15.6,12,Windows 10,2.4,1009.0,128.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Toshiba,Ultrabook,12.5,8,Windows 10,1.1,1790.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,0,176.23
HP,Notebook,15.6,8,Windows 10,2.04,846.5,0.0,1000.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,100.45
Dell,Notebook,15.6,4,Linux,2.25,465.62,0.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,100.45
Dell,Notebook,15.6,4,Windows 10,1.9,825.0,0.0,500.0,0.0,0.0,2.5,Intel i5,Intel,0,0,100.45
HP,Notebook,15.6,4,Windows 10,2.04,685.0,0.0,500.0,0.0,0.0,2.4,Intel i3,Intel,0,0,141.21
Dell,Gaming,17.3,32,Windows 10,4.42,3149.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,127.34
Lenovo,Notebook,15.6,6,Windows 10,2.4,695.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Nvidia,0,0,141.21
Dell,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899.0,512.0,0.0,0.0,0.0,1.3,Intel i7,Intel,1,0,276.05
Dell,Ultrabook,14.0,8,Windows 10,1.5,1962.98,256.0,0.0,0.0,0.0,2.6,Intel i7,Intel,1,0,209.8
Dell,Gaming,17.3,32,Windows 10,4.42,2800.0,256.0,1000.0,0.0,0.0,2.6,Intel i7,Nvidia,0,0,127.34
Toshiba,Notebook,14.0,8,Windows 10,1.95,1180.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,157.35
Asus,Gaming,17.3,16,Windows 10,2.73,2049.9,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
HP,Notebook,15.6,8,Windows 10,2.04,979.0,128.0,1000.0,0.0,0.0,2.7,Intel i5,Nvidia,0,1,141.21
Lenovo,Notebook,14.0,4,Windows 7,1.7,1002.0,0.0,0.0,0.0,508.0,2.3,Intel i5,Intel,0,0,111.94
Asus,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799.0,512.0,2000.0,0.0,0.0,2.7,Intel i7,Nvidia,1,0,282.42
HP,Notebook,15.6,6,Windows 10,2.04,579.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,Intel,0,0,100.45
Asus,Gaming,17.3,16,Windows 10,2.99,1749.0,256.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,0,127.34
Dell,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299.0,512.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,141.21
Toshiba,Notebook,13.3,4,Windows 7,1.2,1195.0,128.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,165.63
Lenovo,Notebook,15.6,6,Windows 10,2.2,549.0,256.0,0.0,0.0,0.0,3.6,AMD,AMD,0,0,141.21
Fujitsu,Notebook,15.6,4,Windows 10,2.3,649.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,100.45
Toshiba,Notebook,14.0,4,Windows 10,1.75,915.0,0.0,500.0,0.0,0.0,2.3,Intel i5,Intel,0,0,111.94
Dell,Notebook,15.6,4,Windows 10,2.25,599.0,0.0,500.0,0.0,0.0,2.5,Intel i5,AMD,0,0,100.45
HP,Notebook,15.6,8,Windows 10,2.04,806.0,0.0,1000.0,0.0,0.0,2.5,Intel i5,Intel,0,0,141.21
Lenovo,Gaming,15.6,8,Windows 10,2.5,1189.0,128.0,1000.0,0.0,0.0,2.8,Intel i7,Nvidia,0,1,141.21
Dell,Notebook,15.6,8,Windows 10,2.36,749.0,0.0,1000.0,0.0,0.0,2.7,Intel i7,AMD,0,0,100.45
Dell,Notebook,14.0,8,Windows 10,1.6,1119.0,128.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,157.35
HP,Netbook,12.5,8,Windows 10,0.97,1908.0,512.0,0.0,0.0,0.0,1.2,Intel Other,Intel,0,0,176.23
HP,Notebook,15.6,4,Windows 10,2.1,499.0,128.0,1000.0,0.0,0.0,2.0,Intel i3,AMD,0,0,141.21
Lenovo,Notebook,15.6,4,No OS,1.9,270.62,128.0,0.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
Lenovo,Notebook,15.6,8,Windows 10,2.3,1349.0,256.0,0.0,0.0,0.0,2.3,Intel i5,Intel,0,0,141.21
Dell,2 in 1 Convertible,13.3,8,Windows 10,1.68,889.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,1,0,165.63
Asus,Notebook,13.3,8,Windows 10,1.4,1150.0,256.0,0.0,0.0,0.0,2.5,Intel i5,Intel,0,0,276.05
HP,Ultrabook,13.3,8,Windows 10,1.11,1349.0,256.0,0.0,0.0,0.0,2.7,Intel i7,Intel,1,1,165.63
Acer,Notebook,15.6,4,Windows 10,2.4,380.0,0.0,500.0,0.0,0.0,1.1,Intel Other,Intel,0,0,100.45
